estate,estate_eng,estate_chi,t_pop,pop_m,pop_f,sr,age_1,age_2,age_3,age_4,age_5,t_ma,ma_m,ma_f,born_hk,born_chi,born_else,ethn_chi,ethn_phi,ethn_ind,ethn_wh,ethn_oth,ms_nm_m,ms_ma_m,ms_wds_m,ms_nm_f,ms_m_f,ms_wds_f,ul_can,ul_put,ul_othchi,ul_eng,ul_oth,readchi_ablepctn,readeng_ablepctn,writechi_ablepctn,writeeng_ablepctn,edu_pri_be,edu_sec,edu_psec,pls_same,pls_diff_hk,pls_diff_kln,pls_diff_nt,s_diff_oth,t_wp,wp_ee,wp_er,wp_se,wp_fw,t_nwp,nwp_hm,nwp_st,nwp_re,nwp_care,nwp_oth,plw_same,plw_diff_hk,plw_diff_kln,plw_diff_nt,plw_diff_oth,plw_nofix,plw_hm,plw_out,mearn_xfw_sb_1,mearn_xfw_sb_2,mearn_xfw_sb_3,t_mmearn,mearn_xfdhfw_sb_1,mearn_xfdhfw_sb_2,mearn_xfdhfw_sb_3,t_mmearn_xfdh,wp_a,wp_b,wp_c,wp_d,wp_e,wp_f,wp_g,wp_h,wp_i,wp_j,wp_k,wp_l,wp_m,wp_n,wp_o,wp_p,wp_q,wp_r,wp_s,wp_t,whr_1,whr_2,whr_3,whr_4,whr_5,whr_6,dh,dhz_1,dhz_2,dhz_3,dhz_4,dhz_5,dhz_6,adhz,dhc_nc,dhc_re,dhc_oth,dhi_sb_1,dhi_sb_2,dhi_sb_3,dhi_sb_4,ma_hh,dhi_sb_e1,dhi_sb_e2,dhi_sb_e3,dhi_sb_e4,ma_econhh,dhm_loan,dhm_lr,dm_r,dmr_ir,fa_m,full_address,full_address_alt,latitude,longitude
61678,Symphony Bay,帝琴灣,3377.0,1346.0,2031.0,663.0,322.0,486.0,974.0,1184.0,411.0,43.1,47.1,41.6,2350.0,335.0,692,2659.0,281,185,139,113,344.0,798.0,31,557.0,1174.0,151.0,2662.0,59,18,467,65,83.2,94.2,81.2,91.6,59.0,1130.0,1866.0,29,43,139,309,72,1924.0,1598.0,138,181.0,7,1453.0,131.0,597.0,467.0,16,242.0,-,233,574.0,358.0,49,155.0,530.0,25,626.0,208.0,1083.0,20000.0,169.0,208.0,1083.0,31250.0,376,384,359.0,177.0,78.0,55,7,488.0,-,60,65.0,307.0,37,55,77,156.0,265.0,371.0,512.0,19,189.0,151.0,575.0,624.0,253.0,132.0,932.0,10.0,223.0,237.0,226.0,159,77,3.6,792.0,108.0,32.0,53.0,33.0,115.0,731,87280.0,22,14,88.0,666,95000.0,23080,22.7,29500,36.1,104.0,"Symphony Bay, Hong Kong","帝琴灣, Hong Kong",22.4307127,114.2505871
61687,Tai Hang Sai Estate,大坑西邨,2567.0,1258.0,1309.0,961.0,72.0,95.0,454.0,1153.0,793.0,55.3,52.7,55.9,1794.0,686.0,87,2499.0,11,35,-,22,566.0,560.0,101,281.0,640.0,347.0,2439.0,8,74,22,9,96.4,66.6,95.3,64.7,473.0,1328.0,694.0,91,-,39,13,-,1236.0,1154.0,30,52.0,-,1331.0,104.0,116.0,843.0,16,252.0,38,237,318.0,201.0,28,353.0,61.0,-,257.0,495.0,484.0,16500.0,211.0,495.0,484.0,17000.0,28,78,326.0,206.0,271.0,93,61,173.0,-,37,135.0,265.0,99,114,18,97.0,255.0,149.0,67.0,-,17.0,110.0,561.0,335.0,116.0,97.0,1095.0,382.0,220.0,261.0,198.0,34,-,2.3,446.0,256.0,393.0,350.0,202.0,276.0,267,19510.0,70,136,276.0,267,24840.0,-,-,860,4.8,31.0,"Tai Hang Sai Estate, Hong Kong","大坑西邨, Hong Kong",22.3324097,114.1695957
10145,Tai Hang Tung Estate,大坑東邨,4696.0,2123.0,2573.0,825.0,367.0,309.0,903.0,1647.0,1470.0,55.4,52.2,57.5,2917.0,1647.0,132,4501.0,15,36,-,144,750.0,953.0,214,651.0,978.0,783.0,4302.0,80,98,30,144,94.3,54.4,88.9,50.7,1567.0,1996.0,766.0,336,42,122,119,-,1948.0,1842.0,-,106.0,-,2748.0,271.0,548.0,1269.0,85,575.0,240,261,650.0,185.0,102,403.0,76.0,31,518.0,924.0,506.0,15000.0,471.0,924.0,506.0,15000.0,125,69,294.0,284.0,553.0,112,144,367.0,-,59,169.0,393.0,221,234,14,67.0,398.0,229.0,164.0,-,208.0,194.0,508.0,816.0,175.0,47.0,1964.0,659.0,577.0,326.0,249.0,61,92,2.4,922.0,377.0,665.0,683.0,700.0,303.0,278,14620.0,203,590,303.0,278,18020.0,-,-,2120,15,23.0,"Tai Hang Tung Estate, Hong Kong","大坑東邨, Hong Kong",22.3306354,114.1711004
10146,Tai Hing Estate,大興邨,18698.0,8869.0,9829.0,902.0,1452.0,1557.0,4643.0,5958.0,5088.0,51.4,49.4,52.8,10447.0,7411.0,840,17991.0,41,139,-,527,2756.0,4247.0,1061,2084.0,4413.0,2685.0,16982.0,304,776,52,236,94.8,53.3,91.2,49.7,5316.0,9199.0,2731.0,1541,145,300,369,21,7629.0,7213.0,62,354.0,-,11069.0,1092.0,2243.0,4950.0,333,2451.0,2136,569,1241.0,1410.0,493,1603.0,127.0,50,1443.0,4057.0,2129.0,14700.0,1343.0,4057.0,2129.0,15000.0,184,250,959.0,1131.0,2304.0,631,575,1572.0,23,320,803.0,1149.0,1318,787,93,204.0,1515.0,984.0,369.0,87,655.0,806.0,1522.0,3064.0,902.0,680.0,8306.0,2148.0,3148.0,2059.0,748.0,183,20,2.2,5262.0,866.0,2178.0,2801.0,2434.0,2293.0,778,14350.0,661,1909,2285.0,778,21160.0,-,-,1270,8.5,26.0,"Tai Hing Estate, Hong Kong","大興邨, Hong Kong",22.402933,113.9702707
61690,Tai Hing Gardens,大興花園,9732.0,4787.0,4945.0,968.0,1365.0,974.0,2659.0,3511.0,1223.0,44.1,45.4,43.0,7454.0,1881.0,397,9376.0,163,112,-,81,1093.0,2796.0,227,1088.0,2851.0,312.0,8735.0,120,132,187,74,96.3,80.4,95.8,77.7,906.0,3935.0,3526.0,1333,101,150,142,-,5227.0,4749.0,114,347.0,17,4505.0,417.0,1652.0,1427.0,253,756.0,1005,616,1129.0,1119.0,340,668.0,325.0,25,744.0,1676.0,2790.0,20000.0,500.0,1676.0,2790.0,20600.0,376,655,1164.0,1037.0,986.0,208,328,473.0,-,297,378.0,880.0,775,135,200,404.0,655.0,978.0,490.0,35,396.0,290.0,1999.0,1879.0,468.0,195.0,3537.0,440.0,1210.0,911.0,773.0,171,32,2.8,2829.0,236.0,472.0,543.0,483.0,1000.0,1511,33770.0,95,330,991.0,1511,41680.0,8500,19.4,10500,39.7,42.0,"Tai Hing Gardens, Hong Kong","大興花園, Hong Kong",22.3996577,113.9731805
62146,Tai On Building,太安樓,4561.0,1990.0,2571.0,774.0,458.0,258.0,1245.0,1395.0,1205.0,49.1,49.1,49.1,2664.0,1393.0,504,4091.0,185,93,26,166,565.0,1052.0,165,582.0,1190.0,549.0,3919.0,85,185,172,122,89.0,66.8,87.3,63.1,692.0,2120.0,1291.0,360,130,37,12,-,2255.0,2016.0,56,153.0,30,2306.0,215.0,490.0,1053.0,87,461.0,501,756,318.0,136.0,32,294.0,176.0,42,546.0,834.0,845.0,15500.0,396.0,834.0,845.0,16900.0,245,168,397.0,304.0,459.0,85,157,440.0,-,38,166.0,423.0,231,143,58,194.0,402.0,290.0,310.0,-,234.0,269.0,628.0,692.0,275.0,157.0,2115.0,698.0,749.0,432.0,154.0,49,33,2.2,1072.0,227.0,816.0,619.0,517.0,478.0,501,18980.0,126,352,455.0,501,27200.0,10000,29.1,6000,44.9,33.0,"Tai On Building, Hong Kong","太安樓, Hong Kong",22.2827772,114.2219779
10147,Tai Ping Estate,太平邨,3988.0,1905.0,2083.0,915.0,266.0,179.0,1261.0,1455.0,827.0,55.4,52.3,56.2,2713.0,1195.0,80,3945.0,-,39,-,4,630.0,1023.0,131,488.0,1071.0,379.0,3838.0,10,28,-,10,95.2,57.7,93.6,53.1,1105.0,1830.0,787.0,273,13,31,47,-,1876.0,1668.0,8,200.0,-,2112.0,270.0,332.0,922.0,123,465.0,369,176,262.0,335.0,167,507.0,50.0,10,262.0,995.0,619.0,15500.0,223.0,995.0,619.0,15500.0,29,151,216.0,271.0,518.0,247,119,325.0,-,76,266.0,327.0,164,159,31,51.0,356.0,300.0,109.0,37,174.0,98.0,524.0,776.0,133.0,171.0,1396.0,234.0,353.0,389.0,263.0,125,32,2.9,809.0,353.0,234.0,255.0,386.0,499.0,256,22210.0,40,352,474.0,256,29480.0,3800,15.6,1920,18.3,41.0,"Tai Ping Estate, Hong Kong","太平邨, Hong Kong",22.4978985,114.126368
61699,Tai Po Centre,大埔中心,9375.0,4391.0,4984.0,881.0,1073.0,553.0,3184.0,3226.0,1339.0,44.2,43.5,44.6,7075.0,1919.0,381,9111.0,57,157,25,25,1185.0,2565.0,157,1039.0,2728.0,628.0,8622.0,196,7,231,16,96.0,80.5,94.2,78.7,967.0,3572.0,3763.0,974,30,156,139,-,5091.0,4667.0,179,216.0,29,4284.0,540.0,1301.0,1643.0,124,676.0,911,517,1374.0,1009.0,322,528.0,296.0,134,650.0,1460.0,2952.0,21250.0,436.0,1460.0,2952.0,22000.0,608,730,1203.0,969.0,661.0,218,164,538.0,-,191,358.0,1010.0,391,306,103,281.0,794.0,1254.0,383.0,20,214.0,475.0,1852.0,1731.0,543.0,276.0,3769.0,880.0,1163.0,1014.0,513.0,133,66,2.5,2406.0,362.0,1001.0,631.0,411.0,1104.0,1623,33940.0,173,326,1046.0,1578,40020.0,11000,22.5,12500,36.3,35.0,"Tai Po Centre, Hong Kong","大埔中心, Hong Kong",22.4529453,114.1689935
20120,Tai Po Plaza,大埔廣場,3655.0,1581.0,2074.0,762.0,319.0,268.0,1097.0,1183.0,788.0,47.1,52.9,45.3,2753.0,707.0,195,3461.0,83,73,-,38,386.0,989.0,55,557.0,1134.0,215.0,3269.0,158,27,106,15,93.0,76.1,92.0,74.0,497.0,1625.0,1214.0,306,14,71,77,-,1747.0,1533.0,62,152.0,-,1908.0,346.0,489.0,738.0,93,242.0,355,217,440.0,298.0,83,179.0,163.0,12,303.0,609.0,835.0,19000.0,176.0,609.0,835.0,20000.0,169,222,410.0,326.0,226.0,82,109,203.0,-,114,155.0,277.0,118,48,29,109.0,261.0,455.0,181.0,-,90.0,93.0,651.0,631.0,192.0,90.0,1340.0,228.0,389.0,376.0,274.0,73,-,2.7,933.0,169.0,238.0,274.0,257.0,280.0,529,30360.0,42,192,266.0,529,40270.0,8000,20,12300,28.1,37.0,"Tai Po Plaza, Hong Kong","大埔廣場, Hong Kong",22.45294,114.1701688
10148,Tai Wo Estate,太和邨,18439.0,8776.0,9663.0,908.0,1339.0,746.0,6017.0,5884.0,4453.0,52.7,46.3,56.5,9918.0,7745.0,776,18007.0,49,168,15,200,2801.0,4685.0,514,2273.0,4833.0,1994.0,17082.0,306,428,79,114,92.3,51.9,88.5,48.4,5659.0,7864.0,3577.0,1273,27,135,137,7,8746.0,8141.0,223,371.0,11,9693.0,1299.0,1600.0,4615.0,331,1848.0,1883,639,1582.0,1625.0,547,2038.0,356.0,76,1570.0,4055.0,3110.0,15500.0,1313.0,4055.0,3110.0,16000.0,348,483,1523.0,932.0,2244.0,747,495,1974.0,-,389,1365.0,1498.0,588,911,156,377.0,1490.0,1218.0,692.0,62,580.0,723.0,2072.0,3802.0,910.0,659.0,6700.0,1398.0,1801.0,1756.0,1085.0,370,290,2.8,3772.0,1449.0,1479.0,1522.0,1524.0,1800.0,1854,21500.0,440,1092,1772.0,1836,29130.0,3000,11,1670,9,41.0,"Tai Wo Estate, Hong Kong","太和邨, Hong Kong",22.4515303,114.1619752
10149,Tai Wo Hau Estate,大窩口邨,20124.0,9182.0,10942.0,839.0,1934.0,1879.0,4517.0,7037.0,4757.0,50.0,50.9,49.6,11924.0,7284.0,916,19039.0,125,292,33,635,3036.0,4412.0,759,2839.0,4548.0,2596.0,18031.0,324,748,263,412,91.1,58.0,88.0,53.7,5125.0,9817.0,3248.0,1609,253,561,640,52,8836.0,8120.0,62,654.0,-,11288.0,1129.0,2984.0,4439.0,421,2315.0,1169,739,1864.0,1921.0,305,2451.0,325.0,62,1978.0,4521.0,2337.0,15000.0,1714.0,4521.0,2337.0,15000.0,167,370,1451.0,1017.0,2319.0,908,661,1943.0,-,240,1125.0,1193.0,1204,931,219,252.0,1508.0,1351.0,768.0,45,695.0,946.0,2328.0,3022.0,1226.0,619.0,7472.0,1609.0,2093.0,1913.0,1223.0,426,208,2.7,3968.0,1806.0,1698.0,2069.0,1883.0,2282.0,1238,18790.0,632,1517,2264.0,1238,24100.0,-,-,2130,11.3,35.0,"Tai Wo Hau Estate, Hong Kong","大窩口邨, Hong Kong",22.3677738,114.1242826
10150,Tai Yuen Estate,大元邨,13614.0,6224.0,7390.0,842.0,1206.0,1058.0,3880.0,3911.0,3559.0,47.3,44.4,50.0,8555.0,4791.0,268,13343.0,18,114,-,139,1984.0,3074.0,413,1768.0,3152.0,2017.0,12934.0,73,257,8,71,92.7,55.9,90.4,51.8,4101.0,6100.0,2207.0,1238,59,91,249,-,5963.0,5585.0,87,291.0,-,7651.0,752.0,1595.0,3339.0,451,1514.0,1858,456,826.0,1031.0,170,1441.0,151.0,30,1267.0,3001.0,1695.0,15000.0,1116.0,3001.0,1695.0,15000.0,145,185,859.0,720.0,1937.0,528,355,1200.0,34,269,574.0,1198.0,571,663,134,227.0,1052.0,858.0,381.0,36,362.0,823.0,1332.0,2391.0,719.0,336.0,4753.0,582.0,1255.0,1593.0,930.0,335,58,2.9,2721.0,1411.0,621.0,1037.0,1197.0,1743.0,776,20650.0,344,943,1732.0,776,24850.0,-,-,1800,8.6,35.0,"Tai Yuen Estate, Hong Kong","大元邨, Hong Kong",22.4552081,114.1691509
61716,Taikoo Shing,太古城,34799.0,14373.0,20426.0,704.0,3917.0,2314.0,9422.0,11322.0,7824.0,47.9,49.5,47.0,21980.0,6235.0,6584,28990.0,2188,1618,108,1895,3077.0,8846.0,482,4544.0,11338.0,2595.0,27382.0,1280,428,3103,1416,84.2,87.2,83.0,85.4,1889.0,10291.0,18702.0,2150,1984,392,142,54,17341.0,15395.0,700,1192.0,54,17458.0,1743.0,4828.0,8009.0,555,2323.0,2474,4649,3107.0,967.0,176,1437.0,4196.0,335,4926.0,2207.0,10154.0,27500.0,1170.0,2207.0,10154.0,40000.0,3358,3850,3391.0,1397.0,863.0,151,249,4082.0,-,411,575.0,1900.0,409,319,900,3154.0,2432.0,3057.0,4131.0,53,968.0,1440.0,6847.0,5124.0,1795.0,1167.0,11657.0,1267.0,3509.0,3107.0,2088.0,1433,253,3.0,8431.0,1481.0,1745.0,1448.0,1084.0,2104.0,7021,59140.0,315,498,1545.0,6348,82740.0,20000,17,24900,30.5,64.0,"Taikoo Shing, Hong Kong","太古城, Hong Kong",22.2875849,114.2152074
61718,Tak Bo Garden,得寶花園,3476.0,1598.0,1878.0,851.0,413.0,211.0,1152.0,1210.0,490.0,44.6,44.6,44.5,2501.0,788.0,187,3278.0,26,63,-,109,265.0,977.0,118,513.0,981.0,209.0,3059.0,66,99,45,27,96.5,82.9,95.1,79.2,163.0,1215.0,1685.0,305,28,84,94,-,2063.0,1893.0,10,160.0,-,1413.0,216.0,464.0,405.0,64,264.0,502,304,473.0,296.0,49,351.0,69.0,19,271.0,528.0,1264.0,22000.0,220.0,528.0,1264.0,22510.0,183,318,552.0,423.0,233.0,55,110,174.0,15,31,90.0,428.0,177,156,138,96.0,395.0,391.0,120.0,41,99.0,265.0,781.0,689.0,123.0,106.0,1780.0,744.0,585.0,274.0,145.0,32,-,2.0,955.0,43.0,782.0,393.0,230.0,529.0,628,27920.0,141,169,529.0,616,33170.0,9500,18.2,11000,39.7,26.0,"Tak Bo Garden, Hong Kong","得寶花園, Hong Kong",22.3270546,114.2143479
10214,Tak Long Estate,德朗邨,18720.0,8398.0,10322.0,814.0,2680.0,1877.0,4516.0,6420.0,3227.0,45.9,45.4,46.2,8646.0,9461.0,613,17878.0,68,56,15,703,2095.0,4286.0,697,2175.0,4291.0,2496.0,16112.0,359,1187,304,319,94.4,60.4,91.7,56.0,3283.0,9897.0,2860.0,1885,248,1381,207,11,8208.0,7433.0,50,703.0,22,10512.0,1128.0,3574.0,3103.0,522,2185.0,798,1063,2854.0,807.0,145,2241.0,252.0,48,2082.0,4285.0,1819.0,14000.0,1954.0,4285.0,1819.0,14000.0,183,378,945.0,1130.0,2488.0,785,542,1745.0,12,273,1048.0,1202.0,843,1004,177,323.0,1698.0,1134.0,478.0,28,991.0,847.0,2168.0,2857.0,797.0,548.0,7972.0,2243.0,2529.0,1987.0,750.0,340,123,2.3,4698.0,962.0,2312.0,2611.0,2443.0,2034.0,884,15240.0,866,1999,2011.0,884,20000.0,-,-,2060,13.9,22.0,"Tak Long Estate, Hong Kong","德朗邨, Hong Kong",22.3296317,114.2036089
10151,Tak Tin Estate,德田邨,13612.0,6256.0,7356.0,850.0,1097.0,557.0,3065.0,4925.0,3968.0,52.8,52.4,53.1,8456.0,4491.0,665,13026.0,117,303,-,166,2027.0,2962.0,687,1876.0,3272.0,1691.0,12829.0,27,223,147,56,90.4,56.4,87.5,53.4,3870.0,6128.0,2517.0,912,78,201,238,-,6252.0,5785.0,103,364.0,-,7360.0,627.0,1311.0,3559.0,366,1497.0,928,1277,1145.0,949.0,240,1227.0,458.0,28,1316.0,2793.0,2143.0,15000.0,945.0,2793.0,2143.0,15500.0,250,288,1293.0,836.0,1614.0,391,342,1213.0,25,148,504.0,999.0,542,687,202,261.0,1169.0,1189.0,511.0,40,442.0,640.0,1935.0,2169.0,744.0,322.0,5359.0,1542.0,1557.0,984.0,722.0,404,150,2.5,2437.0,1301.0,1621.0,1541.0,1326.0,1326.0,1166,18540.0,314,1101,1326.0,1166,24890.0,3520,15.6,1660,11.4,37.0,"Tak Tin Estate, Hong Kong","德田邨, Hong Kong",22.3086459,114.2390795
61730,Telford Gardens,德福花園,13142.0,5830.0,7312.0,797.0,2019.0,928.0,4091.0,4100.0,2004.0,43.3,44.8,42.5,9811.0,2407.0,924,12402.0,377,302,-,61,940.0,3682.0,255,1454.0,4309.0,483.0,11629.0,66,30,444,138,93.3,84.8,91.7,82.9,1084.0,5193.0,4846.0,891,136,859,323,18,6873.0,6360.0,73,440.0,-,6269.0,632.0,2118.0,2096.0,370,1053.0,1262,1607,1299.0,897.0,213,737.0,805.0,53,1012.0,1349.0,4512.0,29500.0,333.0,1349.0,4512.0,30000.0,797,1030,1569.0,988.0,1342.0,142,204,801.0,-,146,221.0,801.0,473,213,344,561.0,1135.0,2105.0,874.0,-,304.0,519.0,2433.0,2608.0,806.0,203.0,4687.0,580.0,1376.0,1505.0,865.0,346,15,2.8,3754.0,274.0,659.0,554.0,395.0,1002.0,2736,47440.0,109,244,842.0,2656,55430.0,13000,19.2,8500,11.1,50.0,"Telford Gardens, Hong Kong","德福花園, Hong Kong",22.3232535,114.2128343
62170,The Beaumount,峻瀅,7361.0,3470.0,3891.0,892.0,1068.0,647.0,2823.0,2119.0,704.0,39.8,40.3,39.2,4899.0,1352.0,1110,6035.0,632,108,83,503,885.0,1956.0,128,899.0,2109.0,316.0,5571.0,266,100,754,294,88.2,89.8,86.4,87.8,380.0,2283.0,3630.0,470,342,367,43,22,4159.0,3657.0,243,247.0,12,3202.0,256.0,1256.0,834.0,175,681.0,148,1480,1389.0,163.0,43,458.0,452.0,26,590.0,700.0,2857.0,30000.0,219.0,700.0,2857.0,30000.0,717,866,1079.0,573.0,268.0,117,108,422.0,9,145,192.0,504.0,309,112,310,697.0,781.0,652.0,439.0,18,256.0,301.0,1786.0,1264.0,346.0,206.0,2508.0,421.0,632.0,631.0,472.0,247,105,2.9,1684.0,321.0,503.0,172.0,247.0,459.0,1630,53470.0,52,178,440.0,1630,58070.0,15000,22.5,16000,26.3,49.0,"The Beaumount, Hong Kong","峻瀅, Hong Kong",22.2974793,114.2749261
61742,The Belcher's,寶翠園,7265.0,2938.0,4327.0,679.0,1414.0,579.0,2415.0,2274.0,583.0,40.0,41.4,38.9,4259.0,1215.0,1791,5432.0,757,289,162,625,551.0,1662.0,62,812.0,2398.0,366.0,4480.0,569,64,1439,250,76.8,92.6,74.9,90.9,249.0,1951.0,3651.0,606,633,113,39,43,4068.0,3611.0,231,158.0,68,3197.0,305.0,1583.0,719.0,89,501.0,1167,724,534.0,115.0,42,140.0,1274.0,72,1175.0,263.0,2562.0,35000.0,157.0,263.0,2562.0,57140.0,851,992,708.0,205.0,149.0,25,-,1138.0,-,61,107.0,374.0,70,112,151,910.0,457.0,696.0,1130.0,-,187.0,291.0,1290.0,1329.0,578.0,393.0,2075.0,216.0,461.0,280.0,550.0,380,188,3.5,1667.0,129.0,279.0,143.0,49.0,172.0,1711,112790.0,9,35,156.0,1595,136050.0,29000,19.5,37000,32.5,89.0,"The Belcher's, Hong Kong","寶翠園, Hong Kong",22.2850037,114.1334361
61765,The Grandiose,君傲灣,3773.0,1591.0,2182.0,729.0,482.0,215.0,1123.0,1587.0,366.0,45.9,46.8,44.2,2661.0,862.0,250,3515.0,99,101,32,26,223.0,1069.0,52,475.0,1315.0,157.0,3258.0,80,43,176,33,93.8,84.9,92.9,82.8,177.0,1117.0,1997.0,300,82,161,22,16,1973.0,1786.0,106,81.0,-,1800.0,287.0,597.0,496.0,171,249.0,117,713,459.0,134.0,75,193.0,254.0,28,261.0,249.0,1463.0,31270.0,51.0,249.0,1463.0,36000.0,442,416,486.0,230.0,90.0,76,-,233.0,-,63,148.0,265.0,96,32,103,305.0,350.0,374.0,237.0,-,94.0,95.0,854.0,651.0,178.0,101.0,1415.0,244.0,492.0,266.0,318.0,95,-,2.7,940.0,153.0,322.0,198.0,70.0,218.0,929,50000.0,19,38,218.0,929,61620.0,14590,22.1,17000,27.3,48.0,"The Grandiose, Hong Kong","君傲灣, Hong Kong",22.3086264,114.2615077
62196,The Horizon,海日灣,3232.0,1369.0,1863.0,735.0,644.0,183.0,1389.0,769.0,247.0,37.4,36.8,37.7,2239.0,648.0,345,2908.0,215,19,17,73,256.0,779.0,41,389.0,984.0,139.0,2470.0,199,10,246,64,90.4,90.4,89.4,89.6,182.0,709.0,1697.0,252,-,135,220,21,1716.0,1502.0,97,117.0,-,1516.0,190.0,605.0,312.0,106,303.0,103,304,496.0,290.0,50,202.0,248.0,23,300.0,230.0,1186.0,31000.0,85.0,230.0,1186.0,40000.0,315,488,283.0,154.0,123.0,54,34,265.0,-,29,77.0,228.0,113,74,60,183.0,170.0,510.0,262.0,10,101.0,176.0,722.0,468.0,167.0,82.0,1230.0,316.0,337.0,219.0,270.0,41,47,2.6,752.0,103.0,375.0,151.0,101.0,128.0,850,59840.0,33,57,109.0,821,66740.0,17000,29.6,18000,61.1,56.0,"The Horizon, Hong Kong","海日灣, Hong Kong",22.4294064,114.2071278
61776,The Latitude,譽‧港灣,3264.0,1363.0,1901.0,717.0,493.0,249.0,1057.0,1219.0,246.0,42.3,44.5,41.3,2317.0,555.0,392,2895.0,143,169,-,57,249.0,807.0,109,473.0,1019.0,114.0,2735.0,20,90,213,47,89.4,88.9,87.7,85.9,244.0,1078.0,1449.0,57,38,356,71,21,1822.0,1543.0,138,141.0,-,1442.0,286.0,572.0,294.0,75,215.0,269,391,599.0,95.0,64,81.0,315.0,8,362.0,275.0,1185.0,26250.0,50.0,275.0,1185.0,37620.0,390,404,371.0,113.0,193.0,-,-,351.0,-,43,23.0,246.0,64,93,115,271.0,219.0,413.0,335.0,-,96.0,90.0,648.0,668.0,223.0,97.0,1042.0,148.0,290.0,217.0,167.0,126,94,3.1,726.0,158.0,158.0,85.0,99.0,162.0,696,70000.0,33,55,162.0,685,82370.0,16600,24.2,24290,36.8,53.0,"The Latitude, Hong Kong","譽‧港灣, Hong Kong",22.333431,114.1966921
61780,The Long Beach,浪澄灣,4472.0,1792.0,2680.0,669.0,935.0,152.0,2169.0,897.0,319.0,36.3,34.8,36.9,2468.0,1071.0,933,3552.0,388,165,90,277,254.0,1044.0,3,436.0,1519.0,281.0,2675.0,568,25,702,121,80.1,92.5,77.4,91.4,165.0,862.0,2510.0,291,185,311,20,-,2681.0,2432.0,92,157.0,-,1791.0,151.0,803.0,288.0,155,394.0,476,847,184.0,204.0,55,209.0,639.0,67,703.0,254.0,1724.0,45000.0,152.0,254.0,1724.0,55800.0,609,851,351.0,200.0,74.0,22,3,571.0,-,79,69.0,284.0,86,57,112,800.0,271.0,372.0,551.0,-,174.0,227.0,1015.0,720.0,176.0,369.0,1560.0,365.0,356.0,282.0,334.0,153,70,2.9,1013.0,117.0,430.0,54.0,148.0,103.0,1255,92300.0,6,95,69.0,1244,100040.0,21000,18,22000,27.7,52.0,"The Long Beach, Hong Kong","浪澄灣, Hong Kong",22.3197066,114.1557824
61782,The Merton,泓都,2474.0,1099.0,1375.0,799.0,295.0,94.0,848.0,824.0,413.0,44.5,48.8,41.3,1518.0,494.0,462,2041.0,201,34,87,111,170.0,680.0,90,456.0,688.0,95.0,1746.0,160,49,350,124,79.8,87.6,79.3,85.6,202.0,637.0,1340.0,186,76,11,-,18,1485.0,1352.0,53,68.0,12,989.0,88.0,296.0,337.0,94,174.0,586,325,177.0,89.0,11,124.0,173.0,-,190.0,183.0,1100.0,39000.0,33.0,183.0,1100.0,45000.0,399,468,241.0,69.0,114.0,21,-,173.0,-,35,55.0,103.0,87,11,110,351.0,311.0,243.0,179.0,-,50.0,195.0,741.0,299.0,121.0,79.0,1063.0,313.0,322.0,231.0,161.0,36,-,2.3,592.0,76.0,395.0,81.0,87.0,131.0,764,60070.0,7,62,106.0,757,70650.0,19460,21.8,24000,27.1,46.0,"The Merton, Hong Kong","泓都, Hong Kong",22.2833322,114.1263064
61788,The Pacifica,宇晴軒,5604.0,2544.0,3060.0,831.0,1122.0,285.0,1830.0,2010.0,357.0,41.8,41.4,42.0,4218.0,863.0,523,5121.0,302,94,11,76,344.0,1479.0,55,529.0,1724.0,351.0,4725.0,104,12,344,81,90.4,89.4,88.0,87.8,310.0,1472.0,2700.0,624,81,373,63,-,3035.0,2609.0,221,198.0,7,2569.0,362.0,1162.0,506.0,79,460.0,448,622,721.0,379.0,108,224.0,478.0,55,548.0,451.0,2029.0,30000.0,117.0,451.0,2029.0,35000.0,655,674,680.0,312.0,127.0,31,51,505.0,-,111,137.0,498.0,203,67,171,337.0,415.0,604.0,471.0,21,165.0,138.0,1272.0,1054.0,257.0,149.0,1853.0,220.0,540.0,473.0,321.0,211,88,3.0,1351.0,191.0,311.0,127.0,150.0,352.0,1224,55540.0,45,108,337.0,1181,60190.0,15000,22.6,17500,33.8,45.0,"The Pacifica, Hong Kong","宇晴軒, Hong Kong",22.334584,114.1498415
61789,The Palazzo,御龍山,3919.0,1712.0,2207.0,776.0,672.0,349.0,1201.0,1290.0,407.0,40.7,39.6,41.1,2368.0,871.0,680,3338.0,384,139,17,41,301.0,968.0,59,381.0,1337.0,201.0,3021.0,236,52,329,101,83.8,85.7,83.1,85.2,131.0,1297.0,1819.0,265,49,268,162,-,1982.0,1720.0,149,95.0,18,1937.0,202.0,822.0,559.0,59,295.0,175,418,416.0,148.0,26,169.0,589.0,41,629.0,194.0,1141.0,27500.0,105.0,194.0,1141.0,48500.0,363,527,323.0,81.0,70.0,9,20,589.0,-,52,53.0,194.0,63,7,55,274.0,207.0,511.0,558.0,8,173.0,136.0,747.0,640.0,168.0,118.0,1235.0,152.0,345.0,265.0,237.0,124,112,3.2,953.0,76.0,206.0,135.0,78.0,130.0,892,67000.0,28,38,83.0,819,93250.0,25000,24.1,26000,27.9,71.0,"The Palazzo, Hong Kong","御龍山, Hong Kong",22.3959262,114.1995139
